能源用戶名稱,所在區域
南晃交通器材工業股份有限公司,臺南市安南區
上銀科技股份有限公司,雲林縣西屯區
今國光學工業股份有限公司中港分公司,臺中市梧棲區
崇越石英製造廠股份有限公司嘉義廠,嘉義縣民雄鄉
華美光學科技股份有限公司,臺南市安定區
泰博科技股份有限公司,新北市五股區
鑫科材料科技股份有限公司路科分公司,高雄市路竹鄉
瑞士遠東股份有限公司,新竹縣香山區
亞東工業氣體股份有限公司台中分公司,臺中市梧棲區
堃誠實業股份有限公司,南投縣南投市
台灣電力公司水火力發電事業部大潭發電廠,桃園市觀音區
星元電力股份有限公司,彰化縣線西鄉
台灣中油股份有限公司天然氣事業部台中液化天然氣廠,臺中市梧棲區
三福氣體股份有限公司,雲林縣斗六市
新日光能源科技股份有限公司,新竹市東區
益廣達實業股份有限公司,新竹縣竹北市
正崴精密工業股份有限公司,新北市土城區
長生太陽能股份有限公司,桃園市中壢區
友達光電股份有限公司,新竹市東區
天台砂石股份有限公司,臺中市大雅區
清盛電子股份有限公司丁德澤,高雄市楠梓區
金業興實業有限公司,高雄市小港區
港香蘭應用生技股份有限公司,臺南市善化區
大立光電股份有限公司,臺中市南屯區
大成長城企業股份有限公司永康廠,臺南市永康區
大碩工業股份有限公司,新竹縣新豐鄉
中美矽晶製品股份有限公司竹南分公司,苗栗縣竹南鎮
今兵股份有限公司,彰化縣鹿港鎮
六方精機股份有限公司,桃園市楊梅區
天朗企業股份有限公司,臺中市潭子區
太普高精密影像股份有限公司大發廠,高雄市大寮鄉
台灣北斗生技股份有限公司,屏東縣長治鄉
世界中心科技股份有限公司,臺中市梧棲區
世紀鋼鐵結構股份有限公司,桃園市觀音區
台暉鋁業股份有限公司,臺南市官田區
台鍛工業股份有限公司二廠,南投縣南投市
台灣三井高科技股份有限公司,高雄市前鎮區
台灣中油股份有限公司煉製事業部桃園煉油廠,桃園市龜山區
台灣半導體股份有限公司(利澤廠),宜蘭縣五結鄉
台灣自來水股份有限公司第三區管理處,新竹縣寶山鄉
台灣艾司摩爾股份有限公司桃園廠,桃園市龜山區
台灣東洋藥品工業股份有限公司,桃園市中壢區
台灣自來水公司第一區管理處,基隆市安樂區
台灣電氣硝子股份有限公司第一廠,臺中市梧棲區
台灣精銳科技股份有限公司,臺中市西屯區
台灣積體電路製造股份有限公司十二廠四期、五期,新竹縣寶山鄉
巧新科技工業股份有限公司,雲林縣斗六市
正利和科技金屬有限公司,高雄市燕巢鄉
永岦鍛造工業股份有限公司,臺中市太平區
申豐化學工業股份有限公司屏東分公司,屏東縣枋寮鄉
立康生物科技股份有限公司,臺南市永康區
光隆瀝青股份有限公司,高雄市仁武鄉
先豐通訊股份有限公司觀音二廠,桃園市觀音區
全谷砂石有限公司,南投縣集集鎮
全雄工廠股份有限公司,高雄市阿蓮鄉
全廣食品有限公司,桃園市桃園區
成肯國際實業股份有限公司,高雄市路竹鄉
成綸企業股份有限公司,臺南市永康區
中美矽晶製品股份有限公司宜蘭分公司,宜蘭縣五結鄉
宏益玻璃科技股份有限公司(一廠),新北市瑞芳區
亞太光電股份有限公司,臺中市潭子區
佳世達科技股份有限公司,桃園市龜山區
協鴻工業股份有限公司第三廠,臺中市西屯區
尚穩環保科技股份有限公司,臺南市官田區
岱稜科技股份有限公司,臺南市麻豆區
昌岱工業有限公司,雲林縣斗六市
昇陽光電科技股份有限公司,新竹縣香山區
東京威力科創股份有限公司,新竹市東區
東豪冷凍食品股份有限公司斗南廠,雲林縣斗南鎮
欣興電子股份有限公司,新竹縣竹東鎮
矽格股份有限公司,新竹縣竹東鎮
迎廣科技股份有限公司,桃園市龜山區
金石砂石股份有限公司,臺中市潭子區
帝盟科技股份有限公司,新北市樹林區
恒通股份有限公司,新北市中和區
禹昌冷凍食品興業有限公司,臺南市佳里區
家會香食品股份有限公司,南投縣南投市
展旺生命科技股份有限公司,苗栗縣竹南鎮
展旺生命科技股份有限公司南科分公司,臺南市善化區
晉瑜企業股份有限公司彰濱廠,彰化縣伸港鄉
泰谷光電科技股份有限公司,南投縣南投市
晟田科技工業股份有限公司,高雄市路竹鄉
健合實業股份有限公司,屏東縣枋寮鄉
健喬信元醫藥生技股份有限公司健喬廠,新竹縣香山區
健策精密工業股份有限公司,桃園市龜山區
健策精密工業股份有限公司大園廠,桃園市大園區
國統國際股份有限公司,屏東縣新園鄉
捷采印刷事業股份有限公司,臺中市西屯區
笠毅工業股份有限公司,臺中市清水區
術倍科技股份有限公司,新北市汐止區
隆達電子股份有限公司,新竹市東區
嵩益股份有限公司,新竹縣鶯歌區
敬鵬工業股份有限公司,桃園市平鎮區
新輝光電股份有限公司,苗栗縣竹南鎮
盟鑫工業股份有限公司,臺中市觀音區
義田工業股份有限公司,臺南市山上區
達能科技股份有限公司,桃園市觀音區
嘉陽鑄造工業股份有限公司,臺中市梧棲區
嘉德創資源股份有限公司桃園廠,桃園市觀音區
漢翔航空工業股份有限公司,臺中市西屯區
福業電子股份有限公司,桃園市觀音區
精剛精密科技股份有限公司,臺南市柳營區
綿隆紡織染整股份有限公司觀音廠,桃園市觀音區
誌建企業股份有限公司,臺中市霧峰區
億光電子工業股份有限公司,苗栗縣苑裡鎮
廣達電腦股份有限公司,桃園市龜山區
廣鎵光電股份有限公司,臺中市西屯區
興普科技股份有限公司,桃園市蘆竹區
海德魯材料股份有限公司,雲林縣斗六市
鴻威光電股份有限公司,高雄市前鎮區
台霖生物科技股份有限公司,臺南市新營區
昌益興有限公司,新竹縣香山區
鼎興砂石有限公司 吳大村,南投縣集集鎮
獲益砂石開發企業有限公司,屏東縣高樹鄉
元宙機械有限公司,屏東縣鳳山市
佳湘食品有限公司,臺南市西港區
匯竑國際股份有限公司,雲林縣斗六市
佑牧企業有限公司,臺中市大肚區
永昇冷凍食品工業股份有限公司,屏東縣里港鄉
聚隆纖維股份有限公司,雲林縣斗六市
菁華工業股份有限公司,桃園市大園區
總成實業股份有限公司,彰化縣北斗鎮
日禕紡織企業股份有限公司,桃園市觀音區
明諺造紙有限公司,南投縣竹山鎮
森田印刷廠股份有限公司,臺南市安南區
力盛彩色印刷有限公司,苗栗縣後龍鎮
亞東工業氣體股份有限公司,臺南市安南區
富喬工業股份有限公司,雲林縣虎尾鎮
益邦製藥股份有限公司,苗栗縣竹南鎮
俊侑股份有限公司,南投縣南投市
李長榮化學工業股份有限公司小港廠,高雄市小港區
中聯資源股份有限公司,臺中市龍井區
一詮精密工業股份有限公司,新北市五股區
勝機企業股份有限公司,新北市林口區
至陽塑膠工業股份有限公司,臺中市南屯區
聯拓企業股份有限公司,臺中市神岡區
光國股份有限公司,臺中市新社區
南良實業股份有限公司蔦松廠,臺南市永康區
新龍光塑料股份有限公司,高雄市岡山鎮
餘慶堂興業股份有限公司,臺中市龍井區
吉祥砂石股份有限公司,屏東縣里港鄉
國華防火材工業股份有限公司,臺南市學甲區
羅東鋼鐵廠股份有限公司,宜蘭縣蘇澳鎮
精冶科技工業股份有限公司,桃園市楊梅區
雅瑟實業有限公司,高雄市岡山鎮
燁興企業股份有限公司屏南線材廠,屏東縣枋寮鄉
協勝發鋼鐵廠股份有限公司,高雄市小港區
榮剛材料科技股份有限公司柳營廠,臺南市柳營區
台耀科技股份有限公司,桃園市大溪區
永棧鑄造工業股份有限公司,臺中市烏日區
員彰金屬工業股份有限公司,彰化縣鹿港鎮
興鑫金屬科技股份有限公司,彰化縣鹿港鎮
台灣應用材料股份有限公司,臺南市善化區
晟億興塑膠電鍍廠有限公司,臺南市安南區
世禾科技股份有限公司,臺南市安南區
晉嚮工業股份有限公司,雲林縣斗六市
穎台科技股份有限公司,桃園市平鎮區
燁鋒輕合金股份有限公司,桃園市新屋區
良益企業股份有限公司,臺南市西港區
建鑫鑄造工業有限公司,彰化縣線西鄉
朝友工業股份有限公司（一廠）,高雄市岡山鎮
坤綸科技股份有限公司,雲林縣元長鄉
華興螺絲工業有限公司,臺南市學甲區
全利興業股份有限公司,高雄市岡山鎮
佰龍機械廠股份有限公司瑞芳廠,新北市瑞芳區
漢台科技股份有限公司,桃園市蘆竹區
正鋒鑄造工業股份有限公司,臺中市神岡區
呈聯金屬股份有限公司,臺中市龍井區
煜益工業股份有限公司,臺中市龍井區
豐新國際科技股份有限公司,臺南市永康區
臺灣正侑股份有限公司,南投縣南投市
美磊科技股份有限公司,桃園市平鎮區
創為精密材料股份有限公司,基隆市安樂區
佳晶科技股份有限公司,宜蘭縣蘇澳鎮
欣欣電路板有限公司,桃園市蘆竹區
大毅科技股份有限公司,桃園市蘆竹區
欣興電子股份有限公司,桃園市蘆竹區
長鴻電子股份有限公司,桃園市中壢區
瑞傳科技股份有限公司,新北市樹林區
立碁電子工業股份有限公司,新北市樹林區
富創得科技股份有限公司,新北市林口區
久元電子股份有限公司,新竹市東區
緯創資通股份有限公司,新竹市東區
啟碁科技股份有限公司,新竹縣寶山鄉
鑫晶鑽科技股份有限公司(竹科切磨拋廠),新竹市東區
世禾科技股份有限公司,新竹縣香山區
奇美實業股份有限公司樹谷廠,臺南市新市區
群創光電股份有限公司Ｔ２廠,苗栗縣竹南鎮
達輝光電股份有限公司,苗栗縣竹南鎮
超豐電子股份有限公司,苗栗縣竹南鎮
安集科技股份有限公司,臺南市安南區
桂盟企業股份有限公司,臺南市新化區
友達光電股份有限公司,臺中市后里區
旭明光電股份有限公司,苗栗縣竹南鎮
泰博科技股份有限公司桃園廠,桃園市蘆竹區
華新科技股份有限公司高雄分公司,高雄市前鎮區
尚承鋼鐵股份有限公司,高雄市小港區
鴻立鋼鐵股份有限公司,高雄市小港區
英業達股份有限公司,桃園市大溪區
益通光能科技股份有限公司,臺南市永康區
正大尼龍工業股份有限公司第一廠,新北市新店區
圓展科技股份有限公司,新北市土城區
國際直線科技股份有限公司,新北市中壢區
聯華食品工業股份有限公司基隆分公司,基隆市安樂區
元璋玻璃股份有限公司,基隆市安樂區
鋐達鑄造廠股份有公司,宜蘭縣蘇澳鎮
新合發冷凍食品股份有限公司,宜蘭縣五結鄉
薛恒興彈性纖維工業股份有限公司,宜蘭縣五結鄉
佳晶科技股份有限公司（二廠）,宜蘭縣蘇澳鎮
燿華電子股份有限公司(宜蘭A棟),宜蘭縣蘇澳鎮
燿華電子股份有限公司宜蘭廠B棟,宜蘭縣蘇澳鎮
台灣立凱電能科技股份有限公司,桃園市桃園區
台灣表面黏著科技股份有限公司,桃園市桃園區
宏達國際電子股份有限公司桃園二廠,桃園市桃園區
宏達國際電子股份有限公司,桃園市桃園區
頂立工業股份有限公司二廠,桃園市龜山區
華震科技股份有限公司,桃園市蘆竹區
迅嘉電子股份有限公司,桃園市蘆竹區
悅城科技股份有限公司,桃園市中壢區
欣興電子股份有限公司,桃園市中壢區
台灣晶技股份有限公司平鎮二廠,桃園市平鎮區
東和鋼鐵企業股份有限公司,桃園市觀音區
僑力化工股份有限公司觀音廠,桃園市觀音區
遠東新世紀股份有限公司觀音印染廠,桃園市觀音區
紘瑋科技股份有限公司,桃園市觀音區
遠東新世紀股份有限公司觀音化學纖維廠,桃園市觀音區
泰元鋼業股份有限公司,桃園市觀音區
達能科技股份有限公司,桃園市觀音區
富豐國際食品股份有限公司桃園工廠,桃園市大園區
寶利徠光學科技股份有限公司,桃園市大園區
僑泰興企業股份有限公司,桃園市楊梅區
英穩達科技股份有限公司,桃園市大溪區
財嘉昌有限公司,桃園市八德區
佰歲興業股份有限公司新屋廠,桃園市新屋區
合晶科技股份有限公司園區分公司,桃園市龍潭區
源進實業股份有限公司,新北市五股區
華福食品股份有限公司,新北市林口區
原祥塑膠工業有限公司,桃園市龜山區
晶元光電股份有限公司,新竹市東區
旺宏電子股份有限公司,新竹市東區
力成科技股份有限公司,新竹市東區
揚明光學股份有限公司,新竹市東區
宏齊科技股份有限公司,新竹縣寶山鄉
新唐科技股份有限公司,新竹市東區
南茂科技股份有限公司竹北二廠,新竹縣香山區
新普科技股份有限公司,新竹縣香山區
台灣精材股份有限公司,新竹縣香山區
健亞生物科技股份有限公司,新竹縣香山區
元晶太陽能科技股份有限公司新竹Ａ廠,新竹縣香山區
詮達股份有限公司,新竹縣香山區
欣銓科技股份有限公司新工三廠,新竹縣香山區
三福氣體股份有公司湖口廠,新竹縣香山區
前鼎光電股份有限公司,新竹縣香山區
凌巨科技股份有限公司,新竹縣香山區
光陽光電股份有限公司,新竹縣香山區
力成科技股份有限公司,新竹縣香山區
梧濟工業股份有限公司九號廠,臺中市南屯區
晨豐光電股份有限公司,臺中市南屯區
寶文股份有限公司,臺中市南屯區
震虎精密科技股份有限公司,臺中市西屯區
福月有限公司,臺中市清水區
永勝光學股份有限公司,臺中市大雅區
聯勝光電股份有限公司,臺中市西屯區
上銀科技股份有限公司,臺中市西屯區
歷鑫股份有限公司,臺中市后里區
昕煌鍛造工業有限公司,臺中市神岡區
源鐽電綠能股份有限公司台中廠,臺中市神岡區
英銓實業有限公司大里廠,臺中市烏日區
銘光工業股份有限公司,臺中市烏日區
總鎰金屬工業有限公司,臺中市大肚區
科冠能源科技股份有限公司,彰化縣線西鄉
二億企業股份有限公司,彰化縣鹿港鎮
崇新企業股份有限公司,彰化縣鹿港鎮
台彰纖維股份有限公司,彰化縣鹿港鎮
台灣玻璃工業股份有限公司彰濱廠,彰化縣鹿港鎮
久鼎金屬實業股份有限公司,彰化縣秀水鄉
阡懋實業股份有限公司,彰化縣埔鹽鄉
佑懋興塑膠企業有限公司,彰化縣芳苑鄉
華巖興業有限公司,彰化縣芳苑鄉
奇巧調理食品股份有限公司,彰化縣北斗鎮
峰錩皮革股份有限公司,彰化縣社頭鄉
彥豪金屬工業股份有限公司,彰化縣秀水鄉
永達實業股份有限公司,彰化縣埤頭鄉
倉佑實業股份有限公司,嘉義縣民雄鄉
祥曉企業股份有限公司,臺南市仁德區
首銳銲材工業股份有限公司,臺南市仁德區
森鉅科技材料股份有限公司仁德廠,臺南市仁德區
秀山交通器材（股）公司,臺南市歸仁區
得生製藥股份有限公司,臺南市永康區
興南鑄造廠股份有限公司山上三廠,臺南市山上區
再生發有限公司,臺南市新市區
直得科技股份有限公司,臺南市善化區
新世紀光電股份有限公司,臺南市善化區
茂迪股份有限公司園區分公司６Ａ廠,臺南市善化區
金器工業股份有限公司,臺南市佳里區
中信造船(股)公司（新天二廠）,高雄市旗津區
衛普實業股份有限公司,高雄市楠梓區
熒茂光學股份有限公司,高雄市永安鄉
亞太精鍍股份有限公司,高雄市岡山鎮
中國鋼鐵結構(股)公司高雄廠,高雄市燕巢鄉
豪家濠工業股份有限公司,高雄市梓官鄉
鑫陽鋼鐵股份有限公司鋼二廠,高雄市橋頭鄉
綠能科技股份有限公司南科分公司,高雄市路竹鄉
振芳冷凍食品股份有限公司,屏東縣屏東市
金順成水產開發有限公司,屏東縣潮州鎮
仁雲企業社,屏東縣鼓山區
齊泰實業有限公司,屏東縣里港鄉
豐誠冷凍食品有限公司,屏東縣里港鄉
富喬砂石有限公司柯旗龍,屏東縣里港鄉
創見資訊股份有限公司,臺北市內湖區
美時化學製藥（股）公司南投廠,南投縣南投市
三力達橡膠股份有限公司,南投縣南投市
大汗砂石有限公司,南投縣水里鄉
岱維（股）公司,臺中市太平區
子盛企業有限公司,臺中市太平區
守誠機械鑄造股份有限公司,臺中市太平區
串啟工業股份有限公司,臺中市霧峰區
永興鍛造有限公司工廠,臺中市霧峰區
日源企業有限公司,高雄市大寮鄉
健益科技股份有限公司,高雄市大寮鄉
農友種苗股份有限公司,高雄市大樹鄉
臺灣高雄農田水利會,高雄市大寮鄉
華夏聚合股份有限公司林園廠,高雄市林園鄉
樺塑企業股份有限公司,高雄市仁武鄉
台灣欣榮食品股份有限公司,高雄市旗山鎮
舜田金屬股份有限公司,雲林縣斗六市
和宜紙業股份有限公司,雲林縣斗六市
東鋼鋼結構股份有限公司雲林廠,雲林縣褒忠鄉
台灣銅業科技股份有限公司,臺南市新營區
台灣多代精密股份有限公司,臺南市官田區
光洋應用材料科技股份有限公司官田廠,臺南市官田區
新日光能源科技股份有限公司,苗栗縣竹南鎮
昱晶能源科技股份有限公司竹南B廠,苗栗縣竹南鎮
原瑞電池科技股份有限公司,苗栗縣竹南鎮
台聚光電股份有限公司頭份二廠,苗栗縣頭份市
愛德華先進科技股份有限公司,苗栗縣竹南鎮
新加坡商矽比科亞洲有限公司寶琳分公司,苗栗縣三義鄉
長春人造樹脂廠股份有限公司麥寮廠,雲林縣麥寮鄉
鈊象電子股份有限公司,新北市五股區
上品王食品有限公司,高雄市阿蓮鄉
永信藥品工業股份有限公司台中幼獅廠,臺中市大甲區
宏全國際股份有限公司無菌飲料二廠,臺中市西屯區
億光電子工業股份有限公司,新北市樹林區
晶兆成科技股份有限公司,新竹縣香山區
奇菱科技股份有限公司,臺南市善化區
順德工業股份有限公司,南投縣南投市
世鎰鍛品工業有限公司二廠,臺中市太平區
正達國際光電股份有限公司南科分公司,臺南市善化區
正達國際光電股份有限公司南科分公司,臺南市善化區
日月光半導體製造股份有限公司,高雄市楠梓區
啟翔輕金屬科技股份有限公司,桃園市新屋區
和益鐵工廠,臺中市太平區
永誠亞太有限公司觀音廠,桃園市觀音區
慶霖電子企業股份有限公司,新北市土城區
台灣省自來水股份有限公司第一區管理處,基隆市七堵區
宏益玻璃科技股份有限公司(八達廠),新北市瑞芳區
山榮冷凍食品股份有限公司,宜蘭縣冬山鄉
台達電子工業股份有限公司,桃園市桃園區
大訊科技股份有限公司,桃園市八德區
亞昕科技股份有限公司,桃園市蘆竹區
金勃有限公司,桃園市觀音區
友鴻材料科技股份有限公司,桃園市觀音區
三峽瀝青股份有限公司,桃園市觀音區
實聯能源科技股份有限公司,桃園市觀音區
連大興有限公司,桃園市大園區
建鴻工業有限公司大園廠,桃園市大園區
晉倫科技股份有限公司,桃園市大園區
國業砂石企業有限公司,桃園市大園區
福隆硬鉻工業股份有限公司,桃園市楊梅區
億凱企業股份有限公司,桃園市楊梅區
台灣自來水股份有限公司第二區管理處,桃園市龍潭區
聯賓塑膠股份有限公司,新北市樹林區
金元福包裝企業股份有限公司,新北市鶯歌區
台灣積體電路製造股份有限公司十二廠六期,新竹縣寶山鄉
協祥機械工業股份有限公司 新竹二廠,新竹縣香山區
雅信鑄造股份有限公司,新竹縣香山區
旭源包裝科技股份有限公司,新竹縣香山區
蓮花工業股份有限公司,新竹縣新豐鄉
鐿鈦科技股份有限公司,臺中市南屯區
儒峰鑄造工業股份有限公司,臺中市烏日區
立建工業股份有限公司,臺中市梧棲區
友達晶材股份有限公司-中港分公司,臺中市梧棲區
沅基塑膠股份有限公司,臺中市梧棲區
台灣肥料股份有限公司台中廠,臺中市梧棲區
藍海氣體工業股份有限公司台中廠,臺中市梧棲區
貝民股份有限公司,臺中市梧棲區
銀泰科技股份有限公司,臺中市神岡區
英銓鑄造工業股份有限公司,臺中市豐原區
宮榮企業有限公司,臺中市太平區
六協興業股份有限公司二廠,臺中市太平區
佳凌科技股份有限公司,臺中市潭子區
達鴻先進科技股份有限公司中科分公司,臺中市后里區
友達晶材股份有限公司,臺中市后里區
台灣自來水股份有限公司第四區管理處,臺中市后里區
紀氏源豐企業股份有限公司,臺中市龍井區
至興精機股份有限公司,彰化縣伸港鄉
健和興端子股份有限公司,彰化縣線西鄉
一原金屬工業股有限公司,彰化縣鹿港鎮
國興畜產股份有限公司,彰化縣鹿港鎮
崇新企業股份有限公司彰濱廠,彰化縣鹿港鎮
炎洲股份有限公司薄膜二廠,彰化縣鹿港鎮
立墩股份有限公司,彰化縣鹿港鎮
金岳鍛造工業有限公司彰濱廠,彰化縣鹿港鎮
金亞洲工業股份有限公司,彰化縣花壇鄉
億豐金屬工業股份有限公司溪湖廠,彰化縣溪湖鎮
大洋羽毛股份有限公司,彰化縣溪湖鎮
富鼎資源科技股份有限公司,彰化縣芳苑鄉
皇嘉金屬鑄造有限公司,嘉義縣大林鎮
台灣佳能股份有限公司,嘉義縣大林鎮
森鉅科技材料股份有限公司,臺南市仁德區
煜林企業股份有限公司,臺南市永康區
伊頓飛瑞慕品股份有限公司,臺南市關廟區
樺懋科技股份有限公司,臺南市阿蓮鄉
升呈鑄造股份有限公司,臺南市山上區
新日光能源科技股份有限公司台南分公司,臺南市安南區
康那香企業股份有限公司口寮二廠,臺南市將軍區
天二科技股份有限公司,高雄市前鎮區
中信造船（股）公司（順榮廠）,高雄市旗津區
統一武藏野股份有限公司,高雄市大社鄉
鑫陽鋼鐵股份有限公司機械廠,高雄市橋頭鄉
瀛新企業股份有限公司,高雄市岡山鎮
東麗尖端薄膜股份有限公司,高雄市岡山鎮
川益科技股份有限公司,高雄市路竹鄉
宏穎企業股份有限公司三廠,高雄市路竹鄉
金元達金屬股份有限公司路竹廠,高雄市路竹鄉
美而好水產股份有限公司,高雄市茄萣鄉
台灣北斗生技股份有限公司,屏東縣長治鄉
昱鋐實業股份有限公司,屏東縣枋寮鄉
慈峰玻璃股份有限公司,屏東縣萬巒鄉
強匠冷凍食品股份有限公司,屏東縣內埔鄉
保億冷凍食品有限公司屏東廠,屏東縣九如鄉
裕瑋鋁業股份有限公司,屏東縣九如鄉
崧源濾材科技股份有限公司,南投縣草屯鎮
台灣卜蜂企業股份有限公司,南投縣南投市
十全實業股份有限公司,南投縣南投市
泰谷光電科技股份有限公司,南投縣南投市
中衛科技股份有限公司,南投縣南投市
義友實業股份有限公司,南投縣水里鄉
幸福山有限公司,南投縣埔里鎮
坤隆行實業股份有限公司,臺中市大里區
國暘企業有限公司,臺中市霧峰區
元隆養菌園農場,臺中市霧峰區
谷林科技有限公司,高雄市大寮鄉
生木企業有限公司,高雄市仁武鄉
公準精密工業股份有限公司,高雄市仁武鄉
正新橡膠工業股份有限公司,雲林縣斗六市
正新橡膠工業股份有限公司斗六一廠,雲林縣斗六市
古河銅箔股份有限公司,雲林縣斗六市
友霖生技醫藥股份有限公司,雲林縣虎尾鎮
源欣興農畜食品有限公司,雲林縣土庫鎮
全程興業股份有限公司新營廠,臺南市新營區
郡宏光電股份有限公司,臺南市官田區
昱成光能股份有限公司一廠,苗栗縣苗栗市
聯嘉光電股份有限公司,苗栗縣竹南鎮
敦和容器股份有限公司,苗栗縣銅鑼鄉
達邁科技股份有限公司銅鑼分公司,苗栗縣銅鑼鄉
承鋒鑄造工業股份有限公司苗栗一廠,苗栗縣苑裡鎮
北裕塑膠工業股份有限公司,臺中市大甲區
長春石油化學股份有限公司麥寮廠,雲林縣麥寮鄉
堅順股份有限公司,新北市土城區
旭源包裝科技股份有限公司嘉義分公司,嘉義縣大林鎮
信美鏡廠股份有限公司,新北市土城區
正崴精密工業股份有限公司,新北市土城區
元璋玻璃股份有限公司,基隆市安樂區
欣點科技股份有限公司,桃園市龜山區
亞橋企業股份有限公司,桃園市蘆竹區
台林電通股份有限公司,桃園市蘆竹區
安成國際藥業股份有限公司,桃園市中壢區
新東亞微電子股份有限公司,桃園市觀音區
鑫將金屬工業股份有限公司,桃園市大園區
良穩國際股份有限公司,桃園市蘆竹區
年程科技股份有限公司楊梅廠,桃園市楊梅區
萬洲化學股份有限公司楊梅五廠,桃園市楊梅區
穎台科技股份有限公司,桃園市平鎮區
貴合企業股份有限公司,新北市樹林區
中勤實業股份有限公司,桃園市龜山區
全球傳動科技股份有限公司,新北市土城區
躍欣生技醫藥股份有限公司,新竹縣香山區
力成科技股份有限公司３Ｂ一廠,新竹縣香山區
清惠光電股份有限公司,新竹縣香山區
台寶樹脂化工股份有限公司,新竹縣新豐鄉
俊來金屬股份有限公司,臺中市南屯區
大立光電股份有限公司,臺中市南屯區
華新麗華股份有限公司台中分公司,臺中市梧棲區
聯豐精密科技開發股份有限公司中科分公司,臺中市大雅區
台灣積體電路製造股份有限公司十五廠三期,臺中市大雅區
彰昕工業股份有限公司,臺中市神岡區
明詮塑膠有限公司,臺中市龍井區
興農股份有限公司生物廠,臺中市大肚區
華廣生技股份有限公司,臺中市南區
晟懿工業股份有限公司,彰化縣伸港鄉
志誠鑄造廠股份有限公司,彰化縣太平區
振楠交通工程有限公司,彰化縣鹿港鎮
佳帝保工業股份有限公司,彰化縣鹿港鎮
謙伸工業股份有限公司,彰化縣鹿港鎮
健生實業股份有限公司福興廠,彰化縣福興鄉
台灣薄膜工業股份有限公司,彰化縣花壇鄉
文賀實業股份有限公司,彰化縣花壇鄉
亞寰企業股份有限公司,彰化縣大村鄉
正隆股份有限公司大林廠,嘉義縣大林鎮
豐年豐和企業股份有限公司仁義廠,臺南市仁德區
恒耀工業股份有限公司,臺南市仁德區
萬國通路股公司,臺南市歸仁區
六曜工業股份有限公司,臺南市永康區
廣翰實業股份有限公司,臺南市永康區
溫士頓醫藥股份有限公司,臺南市永康區
良鎰鑄造有限公司,臺南市山上區
展旺生命科技股份有限公司南科分公司,臺南市善化區
台灣積體電路製造股份有限公司十四廠（Ｆ１４Ｐ５）,臺南市善化區
應誠窗簾股份有限公司,臺南市善化區
榮盈工業股份有限公司,臺南市佳里區
昀辰企業有限公司,高雄市永安鄉
璟瑞企業股份有限公司,高雄市岡山鎮
國鉅興業有限公司,高雄市岡山鎮
喬泰鋁業股份有限公司,高雄市燕巢鄉
斯特樂科技有限公司,高雄市燕巢鄉
俊盈股份有限公司,高雄市中山區
長亨精密股份有限公司,高雄市路竹鄉
雄順金屬股份有限公司,高雄市路竹鄉
富鴻食品企業有限公司,屏東縣萬丹鄉
成泰企業股份有限公司,屏東縣屏東市
天明製藥股份有限公司,屏東縣長治鄉
文鯕水產股份有限公司,屏東縣新園鄉
如記食品有限公司,屏東縣竹田鄉
泰豊熱處理股份有限公司,南投縣南投市
興霖食品股份有限公司,南投縣南投市
劍麟股份有限公司,南投縣南投市
台灣瑞曼迪斯股份有公司南崗廠,南投縣南投市
上鼎砂石有限公司,南投縣水里鄉
百佳泉股份有限公司,南投縣埔里鎮
和大工業股份有限公司,臺中市大里區
錦州科技股份有限公司,高雄市大寮鄉
金采精密鑄造股份有限公司,高雄市大寮鄉
大地光纖股份有限公司,高雄市前鎮區
明鴻工業股份有限公司,高雄市仁武鄉
心一企業股份有限公司,高雄市仁武鄉
明徽能源股份有限公司,雲林縣斗六市
欽大玻璃股份有限公司,雲林縣斗南鎮
台灣小原光學材料股份有限公司,雲林縣虎尾鎮
順華塑膠企業股份有限公司,雲林縣莿桐鄉
五鼎生物技術股份有限公司,桃園市大園區
育麟股份有限公司,桃園市中壢區
集盛實業股份有限公司,桃園市觀音區
旺昱欣業股份有限公司,桃園市蘆竹區
昕琦科技股份有限公司,桃園市楊梅區
新巨企業股份有限公司,新北市新店區
長庚生物科技股份有限公司明志廠,新北市泰山區
泉碩科技股份有限公司,新北市三峽區
瑞昱半導體股份有限公司,新竹市東區
威富光電股份有限公司,新竹縣竹北市
群成科技股份有限公司,新竹縣香山區
世禾科技股份有限公司,新竹縣香山區
坤輝科技股份有限公司,新竹縣香山區
菱生精密工業股份有限公司,臺中市潭子區
新力美科技股份有限公司,彰化縣士林區
宏聚塑膠股份有限公司,彰化縣芳苑鄉
宜進實業股份有限公司,臺南市新市區
台虹科技股份有限公司,高雄市前鎮區
高準精密工業股份有限公司,高雄市楠梓區
南美特科技股份有限公司,高雄市楠梓區
達宏企業有限公司,屏東縣高樹鄉
圖騰包裝股份有限公司,南投縣南投市
三合溢企業股份有限公司,臺南市岡山鎮
澤米科技股份有限公司,苗栗縣竹南鎮
豪客能源科技股份有限公司,苗栗縣頭份市
展茂光電股份有限公司,桃園市平鎮區
和鑫光電股份有限公司,臺南市善化區
龍鼎昌砂石股份有限公司,屏東縣高樹鄉
台灣玻封電子股份有限公司,桃園市平鎮區
台塑石化股份有限公司麥寮一廠(汽二區公用四廠),雲林縣麥寮鄉
昇陽國際半導體股份有限公司,新竹市東區
白金科技股份有限公司,桃園市龜山區
